deal_ref,client_ref,event_time,item_code,item_label,grouping,qty,price,amount,value,territory,source,owner,status
D-300739,CL-5226,2024-06-13,SKU-102,Analytics Suite,Software,7,1451,10157,10200,APAC,Partner,Agent_10,Lost
D-300740,CL-2918,2023-09-18,SKU-101,CRM Pro,Software,9,369,3321,3365,NA,Partner,Agent_11,Closed
D-300741,CL-6011,2023-05-05,SKU-101,CRM Pro,Software,14,1586,22204,22246,EU,Partner,Agent_10,Lost
D-300742,CL-6144,2023-06-18,SKU-201,POS Terminal,Hardware,23,1707,39261,39281,EU,Partner,Agent_8,Lost
D-300743,CL-7621,2024-05-02,SKU-102,Analytics Suite,Software,4,209,836,874,NA,Partner,Agent_7,Closed
D-300744,CL-4238,2024-11-22,SKU-101,CRM Pro,Software,22,476,10472,10472,EU,Partner,Agent_3,Lost
D-300745,CL-6035,2024-04-19,SKU-201,POS Terminal,Hardware,12,624,7488,7460,APAC,Web,Agent_5,Lost
D-300746,CL-4685,2023-06-07,SKU-201,POS Terminal,Hardware,25,1304,32600,32558,APAC,Web,Agent_10,Lost
D-300747,CL-3649,2023-01-29,SKU-102,Analytics Suite,Software,2,1524,3048,3093,EU,Web,Agent_2,Won
D-300748,CL-5867,2023-03-05,SKU-102,Analytics Suite,Software,12,661,7932,7890,APAC,Partner,Agent_5,Closed
D-300749,CL-2045,2024-06-14,SKU-101,CRM Pro,Software,9,1569,14121,14171,EU,ColdCall,Agent_11,Won
D-300750,CL-7812,2023-09-29,SKU-101,CRM Pro,Software,18,598,10764,10743,NA,ColdCall,Agent_6,Won
D-300751,CL-2416,2023-03-17,SKU-101,CRM Pro,Software,25,213,5325,5292,APAC,ColdCall,Agent_11,Lost
D-300752,CL-3403,2023-02-12,SKU-101,CRM Pro,Software,20,1096,21920,21930,EU,Partner,Agent_5,Closed
D-300753,CL-4019,2024-08-11,SKU-101,CRM Pro,Software,5,617,3085,3105,EU,Partner,Agent_5,Won
D-300754,CL-6971,2024-03-02,SKU-101,CRM Pro,Software,4,480,1920,1891,EU,Partner,Agent_7,Won
D-300755,CL-4597,2023-01-07,SKU-102,Analytics Suite,Software,12,1004,12048,12050,NA,Partner,Agent_4,Closed
D-300756,CL-7280,2024-10-19,SKU-102,Analytics Suite,Software,19,1632,31008,30987,APAC,Web,Agent_11,Lost
D-300757,CL-4097,2024-12-06,SKU-201,POS Terminal,Hardware,4,615,2460,2474,NA,Partner,Agent_4,Closed
D-300758,CL-4249,2023-09-24,SKU-101,CRM Pro,Software,3,107,321,337,EU,Web,Agent_10,Won
D-300759,CL-3255,2023-01-19,SKU-201,POS Terminal,Hardware,16,378,6048,6044,APAC,Web,Agent_4,Closed
D-300760,CL-4984,2023-11-06,SKU-101,CRM Pro,Software,4,1555,6220,6196,APAC,Partner,Agent_9,Lost
D-300761,CL-4473,2023-04-27,SKU-101,CRM Pro,Software,18,1226,22068,22046,NA,Web,Agent_10,Lost
D-300762,CL-6507,2023-09-05,SKU-101,CRM Pro,Software,25,319,7975,8021,NA,ColdCall,Agent_4,Closed
D-300763,CL-3371,2024-10-20,SKU-101,CRM Pro,Software,1,179,179,139,APAC,Web,Agent_8,Lost
D-300764,CL-5130,2023-12-12,SKU-102,Analytics Suite,Software,21,1431,30051,30001,NA,Partner,Agent_9,Closed
D-300765,CL-6373,2024-04-11,SKU-101,CRM Pro,Software,14,752,10528,10545,APAC,ColdCall,Agent_6,Closed
D-300766,CL-3628,2023-09-15,SKU-201,POS Terminal,Hardware,12,1448,17376,17385,NA,Partner,Agent_2,Lost
D-300767,CL-2112,2024-01-21,SKU-101,CRM Pro,Software,25,1232,30800,30822,NA,ColdCall,Agent_2,Won
D-300768,CL-7421,2023-01-03,SKU-201,POS Terminal,Hardware,17,575,9775,9763,APAC,ColdCall,Agent_11,Won
D-300769,CL-2122,2023-02-16,SKU-201,POS Terminal,Hardware,6,224,1344,1378,EU,ColdCall,Agent_11,Lost
D-300770,CL-2165,2023-11-18,SKU-201,POS Terminal,Hardware,15,573,8595,8612,NA,Web,Agent_3,Closed
D-300771,CL-5936,2024-10-13,SKU-102,Analytics Suite,Software,23,116,2668,2641,EU,Web,Agent_9,Won
D-300772,CL-5053,2023-06-12,SKU-101,CRM Pro,Software,2,1296,2592,2609,NA,ColdCall,Agent_4,Won
D-300773,CL-6751,2024-05-26,SKU-201,POS Terminal,Hardware,22,539,11858,11850,APAC,Web,Agent_4,Closed
D-300774,CL-5092,2023-06-23,SKU-101,CRM Pro,Software,21,1127,23667,23680,NA,Web,Agent_9,Won
D-300775,CL-5562,2023-05-15,SKU-201,POS Terminal,Hardware,18,1619,29142,29104,APAC,Partner,Agent_7,Closed
D-300776,CL-5777,2023-12-20,SKU-201,POS Terminal,Hardware,25,839,20975,20961,APAC,Partner,Agent_7,Lost
D-300777,CL-4424,2023-11-03,SKU-101,CRM Pro,Software,2,709,1418,1443,NA,Web,Agent_11,Lost
D-300778,CL-2843,2023-04-07,SKU-102,Analytics Suite,Software,5,606,3030,3000,EU,Web,Agent_11,Won
D-300779,CL-4358,2024-09-16,SKU-102,Analytics Suite,Software,18,1632,29376,29372,APAC,Partner,Agent_8,Lost
D-300780,CL-5085,2024-06-12,SKU-101,CRM Pro,Software,11,619,6809,6856,NA,ColdCall,Agent_9,Closed
D-300781,CL-4797,2024-05-07,SKU-102,Analytics Suite,Software,12,1520,18240,18252,APAC,ColdCall,Agent_7,Won
D-300782,CL-2635,2024-03-25,SKU-101,CRM Pro,Software,17,226,3842,3889,NA,Partner,Agent_7,Lost
D-300783,CL-2374,2023-04-10,SKU-101,CRM Pro,Software,15,1336,20040,20024,EU,Web,Agent_7,Closed
D-300784,CL-3092,2023-11-24,SKU-102,Analytics Suite,Software,14,679,9506,9488,NA,ColdCall,Agent_3,Lost
D-300785,CL-3806,2024-01-30,SKU-201,POS Terminal,Hardware,1,761,761,777,APAC,ColdCall,Agent_7,Won
D-300786,CL-2508,2024-06-05,SKU-201,POS Terminal,Hardware,10,1636,16360,16397,EU,Partner,Agent_7,Closed
D-300787,CL-3562,2023-02-16,SKU-101,CRM Pro,Software,10,497,4970,4958,NA,Partner,Agent_9,Closed
D-300788,CL-3394,2023-11-14,SKU-201,POS Terminal,Hardware,4,193,772,733,APAC,ColdCall,Agent_6,Closed
D-300789,CL-5372,2024-10-26,SKU-101,CRM Pro,Software,4,207,828,782,APAC,Partner,Agent_7,Lost
D-300790,CL-3107,2023-09-25,SKU-102,Analytics Suite,Software,25,432,10800,10760,APAC,Web,Agent_6,Closed
D-300791,CL-5225,2023-07-23,SKU-101,CRM Pro,Software,13,938,12194,12165,NA,ColdCall,Agent_8,Won
D-300792,CL-6613,2024-05-13,SKU-201,POS Terminal,Hardware,5,780,3900,3945,APAC,ColdCall,Agent_5,Won
D-300793,CL-3601,2023-07-29,SKU-101,CRM Pro,Software,25,959,23975,23996,NA,Web,Agent_2,Closed
D-300794,CL-6912,2024-03-08,SKU-101,CRM Pro,Software,16,424,6784,6791,NA,Partner,Agent_3,Won
D-300795,CL-3286,2024-10-28,SKU-201,POS Terminal,Hardware,3,724,2172,2123,APAC,Partner,Agent_4,Won
D-300796,CL-4935,2024-11-04,SKU-102,Analytics Suite,Software,7,612,4284,4242,APAC,Partner,Agent_1,Won
D-300797,CL-3027,2023-07-01,SKU-101,CRM Pro,Software,25,379,9475,9507,APAC,Partner,Agent_5,Lost
D-300798,CL-2227,2024-06-02,SKU-101,CRM Pro,Software,10,795,7950,7940,NA,Web,Agent_7,Lost
D-300799,CL-2309,2024-02-25,SKU-102,Analytics Suite,Software,14,315,4410,4447,APAC,ColdCall,Agent_6,Lost
D-300800,CL-5510,2024-03-19,SKU-201,POS Terminal,Hardware,6,1478,8868,8859,EU,Partner,Agent_10,Lost
D-300801,CL-7705,2024-02-22,SKU-101,CRM Pro,Software,15,1230,18450,18473,APAC,Partner,Agent_8,Lost
D-300802,CL-2868,2023-02-09,SKU-102,Analytics Suite,Software,6,179,1074,1109,APAC,Partner,Agent_9,Won
D-300803,CL-4012,2023-09-24,SKU-102,Analytics Suite,Software,22,249,5478,5477,NA,Web,Agent_9,Won
D-300804,CL-5057,2024-05-02,SKU-201,POS Terminal,Hardware,19,436,8284,8255,NA,ColdCall,Agent_4,Won
D-300805,CL-4231,2023-02-13,SKU-101,CRM Pro,Software,9,370,3330,3373,EU,ColdCall,Agent_11,Lost
D-300806,CL-3788,2023-08-22,SKU-201,POS Terminal,Hardware,19,1500,28500,28468,APAC,ColdCall,Agent_4,Closed
D-300807,CL-2317,2023-06-05,SKU-201,POS Terminal,Hardware,13,1563,20319,20282,APAC,ColdCall,Agent_11,Won
D-300808,CL-7925,2024-08-06,SKU-201,POS Terminal,Hardware,2,536,1072,1108,EU,Web,Agent_9,Closed
D-300809,CL-3667,2024-07-10,SKU-201,POS Terminal,Hardware,20,319,6380,6392,EU,ColdCall,Agent_2,Lost
D-300810,CL-3285,2023-08-30,SKU-201,POS Terminal,Hardware,23,253,5819,5841,APAC,Partner,Agent_11,Won
D-300811,CL-2211,2023-12-10,SKU-102,Analytics Suite,Software,8,148,1184,1145,EU,Web,Agent_6,Lost
D-300812,CL-4901,2023-10-21,SKU-101,CRM Pro,Software,18,414,7452,7423,EU,Partner,Agent_5,Closed
D-300813,CL-2751,2023-05-01,SKU-102,Analytics Suite,Software,18,1111,19998,20006,APAC,Web,Agent_9,Won
D-300814,CL-5399,2024-10-10,SKU-201,POS Terminal,Hardware,24,1066,25584,25541,APAC,Partner,Agent_10,Lost
D-300815,CL-2943,2023-12-25,SKU-102,Analytics Suite,Software,5,141,705,703,EU,Web,Agent_4,Closed
D-300816,CL-6892,2023-10-12,SKU-201,POS Terminal,Hardware,9,241,2169,2191,NA,Web,Agent_1,Won
D-300817,CL-6186,2023-11-18,SKU-102,Analytics Suite,Software,24,1385,33240,33238,APAC,Partner,Agent_8,Lost
D-300818,CL-5690,2023-05-21,SKU-102,Analytics Suite,Software,12,813,9756,9800,EU,Web,Agent_9,Lost
D-300819,CL-4169,2023-10-19,SKU-201,POS Terminal,Hardware,16,756,12096,12102,APAC,Web,Agent_3,Closed
D-300820,CL-5344,2023-01-17,SKU-101,CRM Pro,Software,7,925,6475,6461,APAC,Partner,Agent_11,Closed
D-300821,CL-6916,2023-05-25,SKU-102,Analytics Suite,Software,9,1364,12276,12323,APAC,Partner,Agent_8,Won
D-300822,CL-5044,2023-06-26,SKU-201,POS Terminal,Hardware,2,351,702,742,APAC,Web,Agent_9,Won
D-300823,CL-2932,2023-06-07,SKU-101,CRM Pro,Software,7,1372,9604,9619,APAC,Partner,Agent_3,Closed
D-300824,CL-7547,2024-07-04,SKU-102,Analytics Suite,Software,16,1654,26464,26460,APAC,Web,Agent_6,Closed
D-300825,CL-7226,2024-01-18,SKU-101,CRM Pro,Software,19,543,10317,10299,EU,Web,Agent_5,Closed
D-300826,CL-5533,2024-08-13,SKU-201,POS Terminal,Hardware,5,1243,6215,6263,NA,ColdCall,Agent_11,Closed
D-300827,CL-7046,2023-02-24,SKU-102,Analytics Suite,Software,22,667,14674,14639,APAC,Partner,Agent_7,Won
D-300828,CL-4288,2023-09-19,SKU-201,POS Terminal,Hardware,16,1776,28416,28403,EU,ColdCall,Agent_1,Won
D-300829,CL-7633,2024-04-05,SKU-101,CRM Pro,Software,21,562,11802,11810,APAC,Web,Agent_9,Won
D-300830,CL-4641,2023-12-19,SKU-102,Analytics Suite,Software,20,1518,30360,30362,APAC,ColdCall,Agent_9,Won
D-300831,CL-4853,2024-11-06,SKU-201,POS Terminal,Hardware,23,170,3910,3949,APAC,ColdCall,Agent_7,Lost
D-300832,CL-3673,2023-01-13,SKU-102,Analytics Suite,Software,16,1240,19840,19797,APAC,Web,Agent_5,Won
D-300833,CL-4548,2023-08-22,SKU-201,POS Terminal,Hardware,19,1388,26372,26329,EU,Web,Agent_10,Won
D-300834,CL-5721,2024-08-06,SKU-101,CRM Pro,Software,17,1058,17986,17954,APAC,ColdCall,Agent_9,Closed
D-300835,CL-7179,2024-02-16,SKU-201,POS Terminal,Hardware,5,532,2660,2684,APAC,Partner,Agent_7,Closed
D-300836,CL-2549,2024-05-23,SKU-201,POS Terminal,Hardware,13,1099,14287,14294,EU,ColdCall,Agent_11,Closed
D-300837,CL-3551,2024-10-22,SKU-102,Analytics Suite,Software,8,1281,10248,10269,EU,Web,Agent_11,Lost
D-300838,CL-7785,2023-01-10,SKU-201,POS Terminal,Hardware,1,691,691,667,APAC,Partner,Agent_2,Won
D-300839,CL-7378,2023-12-29,SKU-101,CRM Pro,Software,15,863,12945,12993,NA,Web,Agent_11,Closed
D-300840,CL-6696,2024-07-05,SKU-201,POS Terminal,Hardware,2,603,1206,1169,EU,Web,Agent_1,Lost
D-300841,CL-4033,2024-07-13,SKU-102,Analytics Suite,Software,8,290,2320,2335,APAC,Web,Agent_6,Closed
D-300842,CL-3581,2024-07-03,SKU-102,Analytics Suite,Software,6,1147,6882,6871,NA,Partner,Agent_4,Closed
D-300843,CL-5794,2023-07-20,SKU-201,POS Terminal,Hardware,4,1533,6132,6107,EU,Partner,Agent_3,Lost
D-300844,CL-2148,2023-12-25,SKU-201,POS Terminal,Hardware,25,906,22650,22673,NA,Partner,Agent_9,Closed
D-300845,CL-3237,2023-11-24,SKU-101,CRM Pro,Software,19,624,11856,11829,EU,ColdCall,Agent_9,Closed
D-300846,CL-7162,2023-06-17,SKU-102,Analytics Suite,Software,1,446,446,478,APAC,Web,Agent_1,Closed
D-300847,CL-3869,2023-01-05,SKU-201,POS Terminal,Hardware,11,1244,13684,13693,APAC,Partner,Agent_5,Lost
D-300848,CL-7750,2024-03-04,SKU-102,Analytics Suite,Software,3,1094,3282,3330,NA,Web,Agent_6,Closed
D-300849,CL-6327,2024-05-02,SKU-101,CRM Pro,Software,10,1281,12810,12760,EU,Partner,Agent_6,Won
D-300850,CL-6219,2024-09-01,SKU-101,CRM Pro,Software,14,877,12278,12315,NA,ColdCall,Agent_8,Won
D-300851,CL-4581,2024-06-12,SKU-102,Analytics Suite,Software,10,1738,17380,17412,NA,Partner,Agent_5,Closed
D-300852,CL-6495,2023-09-30,SKU-102,Analytics Suite,Software,13,1299,16887,16849,APAC,ColdCall,Agent_5,Closed
D-300853,CL-7228,2023-05-27,SKU-201,POS Terminal,Hardware,2,773,1546,1501,APAC,Web,Agent_2,Won
D-300854,CL-2204,2023-03-20,SKU-101,CRM Pro,Software,12,1538,18456,18426,EU,Web,Agent_10,Lost
D-300855,CL-6420,2024-09-11,SKU-102,Analytics Suite,Software,15,1459,21885,21884,EU,ColdCall,Agent_9,Lost
D-300856,CL-6900,2023-12-22,SKU-201,POS Terminal,Hardware,7,1075,7525,7566,EU,Partner,Agent_9,Lost
D-300857,CL-2321,2024-11-08,SKU-101,CRM Pro,Software,11,815,8965,8966,APAC,Partner,Agent_2,Closed
D-300858,CL-6994,2024-11-30,SKU-102,Analytics Suite,Software,24,284,6816,6859,EU,ColdCall,Agent_8,Lost
D-300859,CL-2898,2023-07-16,SKU-201,POS Terminal,Hardware,7,1199,8393,8428,APAC,Partner,Agent_2,Won
D-300860,CL-2575,2024-10-25,SKU-201,POS Terminal,Hardware,2,671,1342,1329,APAC,ColdCall,Agent_10,Closed
D-300861,CL-2761,2023-03-20,SKU-102,Analytics Suite,Software,17,1744,29648,29639,APAC,ColdCall,Agent_11,Lost
D-300862,CL-2279,2023-05-16,SKU-102,Analytics Suite,Software,12,565,6780,6820,APAC,ColdCall,Agent_11,Won
D-300863,CL-2210,2024-12-01,SKU-101,CRM Pro,Software,3,415,1245,1231,EU,ColdCall,Agent_4,Lost
D-300864,CL-5980,2024-07-16,SKU-102,Analytics Suite,Software,24,1394,33456,33491,NA,Partner,Agent_9,Lost
D-300865,CL-7260,2023-09-30,SKU-201,POS Terminal,Hardware,18,1203,21654,21667,NA,Web,Agent_10,Closed
D-300866,CL-2596,2024-11-17,SKU-102,Analytics Suite,Software,23,1317,30291,30291,APAC,Web,Agent_2,Won
D-300867,CL-2427,2023-09-11,SKU-101,CRM Pro,Software,24,912,21888,21840,APAC,Web,Agent_4,Closed
D-300868,CL-6663,2024-05-05,SKU-102,Analytics Suite,Software,4,175,700,742,EU,Partner,Agent_4,Closed
D-300869,CL-4169,2024-09-16,SKU-201,POS Terminal,Hardware,5,1754,8770,8757,APAC,Web,Agent_3,Closed
D-300870,CL-2154,2024-06-15,SKU-201,POS Terminal,Hardware,21,487,10227,10239,APAC,Partner,Agent_2,Lost
D-300871,CL-3773,2023-09-18,SKU-201,POS Terminal,Hardware,25,614,15350,15340,EU,Web,Agent_10,Lost
D-300872,CL-3502,2023-09-23,SKU-201,POS Terminal,Hardware,1,1716,1716,1755,EU,Web,Agent_8,Closed
D-300873,CL-3740,2023-11-16,SKU-201,POS Terminal,Hardware,25,1144,28600,28593,APAC,ColdCall,Agent_9,Closed
D-300874,CL-5216,2023-02-22,SKU-101,CRM Pro,Software,8,150,1200,1212,APAC,Web,Agent_6,Closed
D-300875,CL-4022,2024-10-23,SKU-102,Analytics Suite,Software,22,1410,31020,31006,NA,Web,Agent_5,Closed
D-300876,CL-4071,2023-05-29,SKU-102,Analytics Suite,Software,17,1404,23868,23829,EU,ColdCall,Agent_1,Closed
D-300877,CL-2545,2023-10-25,SKU-102,Analytics Suite,Software,12,1795,21540,21505,APAC,Partner,Agent_2,Closed
D-300878,CL-4465,2023-11-18,SKU-201,POS Terminal,Hardware,3,909,2727,2681,APAC,ColdCall,Agent_10,Lost
D-300879,CL-7786,2023-08-27,SKU-201,POS Terminal,Hardware,24,492,11808,11816,NA,Partner,Agent_7,Lost
D-300880,CL-5184,2024-10-06,SKU-201,POS Terminal,Hardware,2,517,1034,1065,EU,ColdCall,Agent_2,Won
D-300881,CL-7748,2023-12-24,SKU-101,CRM Pro,Software,20,1263,25260,25279,EU,ColdCall,Agent_11,Won
D-300882,CL-3988,2023-11-02,SKU-201,POS Terminal,Hardware,12,1798,21576,21565,NA,Partner,Agent_10,Won
D-300883,CL-2705,2023-02-01,SKU-201,POS Terminal,Hardware,25,1746,43650,43613,EU,ColdCall,Agent_9,Lost
D-300884,CL-3948,2024-05-31,SKU-101,CRM Pro,Software,4,786,3144,3134,APAC,Web,Agent_8,Lost
D-300885,CL-7574,2023-05-12,SKU-101,CRM Pro,Software,22,526,11572,11577,EU,Partner,Agent_7,Closed
D-300886,CL-6429,2023-05-07,SKU-101,CRM Pro,Software,24,433,10392,10367,EU,ColdCall,Agent_4,Won
D-300887,CL-6104,2024-02-08,SKU-201,POS Terminal,Hardware,3,1779,5337,5350,EU,Web,Agent_3,Won
D-300888,CL-6144,2023-11-08,SKU-201,POS Terminal,Hardware,5,1492,7460,7428,NA,Web,Agent_2,Lost
D-300889,CL-3555,2024-05-06,SKU-102,Analytics Suite,Software,19,1424,27056,27043,EU,Web,Agent_10,Lost
D-300890,CL-6881,2023-05-25,SKU-201,POS Terminal,Hardware,25,1046,26150,26181,NA,Partner,Agent_6,Closed
D-300891,CL-7776,2024-01-12,SKU-101,CRM Pro,Software,20,722,14440,14432,APAC,Partner,Agent_11,Closed
D-300892,CL-7771,2024-12-02,SKU-201,POS Terminal,Hardware,1,499,499,503,EU,Partner,Agent_7,Won
D-300893,CL-3223,2023-02-02,SKU-201,POS Terminal,Hardware,23,1390,31970,31972,EU,ColdCall,Agent_9,Lost
D-300894,CL-7862,2023-12-16,SKU-101,CRM Pro,Software,3,493,1479,1462,NA,Partner,Agent_7,Lost
D-300895,CL-3355,2024-09-21,SKU-102,Analytics Suite,Software,24,1624,38976,38997,APAC,ColdCall,Agent_10,Closed
D-300896,CL-7532,2023-05-26,SKU-201,POS Terminal,Hardware,7,788,5516,5535,NA,Partner,Agent_10,Lost
D-300897,CL-5559,2023-07-26,SKU-101,CRM Pro,Software,24,115,2760,2792,NA,Web,Agent_1,Won
D-300898,CL-6953,2024-01-30,SKU-102,Analytics Suite,Software,6,488,2928,2975,NA,Partner,Agent_7,Lost
D-300899,CL-6604,2024-04-06,SKU-102,Analytics Suite,Software,21,257,5397,5373,EU,Web,Agent_4,Closed
D-300900,CL-6673,2024-11-03,SKU-101,CRM Pro,Software,19,823,15637,15682,EU,Web,Agent_7,Closed
D-300901,CL-4594,2023-05-06,SKU-102,Analytics Suite,Software,1,735,735,718,APAC,ColdCall,Agent_11,Closed
D-300902,CL-7554,2024-08-30,SKU-102,Analytics Suite,Software,22,1544,33968,33924,EU,Partner,Agent_5,Closed
D-300903,CL-3917,2023-07-09,SKU-102,Analytics Suite,Software,12,1572,18864,18871,APAC,Web,Agent_7,Closed
D-300904,CL-5392,2024-12-05,SKU-101,CRM Pro,Software,24,1206,28944,28903,APAC,Web,Agent_1,Closed
D-300905,CL-6624,2023-03-31,SKU-201,POS Terminal,Hardware,7,778,5446,5452,NA,Web,Agent_7,Won
D-300906,CL-7316,2024-10-12,SKU-201,POS Terminal,Hardware,18,1178,21204,21254,NA,Web,Agent_2,Lost
D-300907,CL-5963,2024-04-16,SKU-201,POS Terminal,Hardware,25,804,20100,20107,APAC,Web,Agent_11,Won
D-300908,CL-6912,2024-02-04,SKU-101,CRM Pro,Software,3,1285,3855,3901,APAC,ColdCall,Agent_6,Won
D-300909,CL-7734,2024-09-14,SKU-102,Analytics Suite,Software,2,292,584,617,NA,Web,Agent_4,Lost
D-300910,CL-4981,2023-11-12,SKU-102,Analytics Suite,Software,15,1154,17310,17294,EU,Web,Agent_11,Won
D-300911,CL-6778,2023-02-11,SKU-101,CRM Pro,Software,25,472,11800,11788,EU,Partner,Agent_7,Won
D-300912,CL-6611,2023-02-23,SKU-102,Analytics Suite,Software,14,1178,16492,16491,EU,Web,Agent_2,Won
D-300913,CL-3384,2024-12-29,SKU-101,CRM Pro,Software,8,1074,8592,8602,NA,ColdCall,Agent_8,Won
D-300914,CL-3655,2024-08-08,SKU-201,POS Terminal,Hardware,18,1637,29466,29428,EU,ColdCall,Agent_10,Closed
D-300915,CL-2462,2024-05-28,SKU-101,CRM Pro,Software,20,522,10440,10406,EU,ColdCall,Agent_9,Lost
D-300916,CL-6650,2024-04-08,SKU-102,Analytics Suite,Software,15,479,7185,7153,EU,Web,Agent_4,Closed
D-300917,CL-4700,2023-10-19,SKU-201,POS Terminal,Hardware,11,847,9317,9303,EU,ColdCall,Agent_10,Won
D-300918,CL-6678,2024-07-28,SKU-101,CRM Pro,Software,11,764,8404,8434,APAC,Web,Agent_6,Closed
D-300919,CL-3329,2024-02-05,SKU-102,Analytics Suite,Software,18,1147,20646,20634,APAC,ColdCall,Agent_9,Closed
D-300920,CL-4837,2024-08-17,SKU-101,CRM Pro,Software,10,110,1100,1054,NA,ColdCall,Agent_1,Lost
D-300921,CL-6337,2023-01-29,SKU-102,Analytics Suite,Software,10,841,8410,8392,NA,Partner,Agent_4,Won
D-300922,CL-2995,2024-01-01,SKU-102,Analytics Suite,Software,25,1485,37125,37093,APAC,ColdCall,Agent_10,Won
D-300923,CL-2817,2023-01-01,SKU-102,Analytics Suite,Software,6,1684,10104,10103,APAC,ColdCall,Agent_4,Won
D-300924,CL-6103,2024-08-05,SKU-101,CRM Pro,Software,21,1528,32088,32134,EU,Partner,Agent_9,Lost
D-300925,CL-4730,2024-02-07,SKU-101,CRM Pro,Software,5,665,3325,3374,EU,Partner,Agent_3,Lost
D-300926,CL-5081,2024-03-02,SKU-201,POS Terminal,Hardware,11,1066,11726,11761,APAC,Web,Agent_9,Won
D-300927,CL-4514,2024-12-19,SKU-102,Analytics Suite,Software,6,577,3462,3501,EU,Partner,Agent_2,Closed
D-300928,CL-6955,2023-05-17,SKU-102,Analytics Suite,Software,1,1135,1135,1171,NA,Web,Agent_2,Won
D-300929,CL-3404,2024-06-11,SKU-201,POS Terminal,Hardware,2,1782,3564,3601,APAC,Partner,Agent_5,Closed
D-300930,CL-7442,2023-03-09,SKU-201,POS Terminal,Hardware,20,199,3980,3975,NA,Partner,Agent_11,Won
D-300931,CL-2281,2024-01-01,SKU-102,Analytics Suite,Software,6,847,5082,5062,EU,Web,Agent_9,Won
D-300932,CL-6045,2023-07-23,SKU-101,CRM Pro,Software,14,1363,19082,19112,NA,Partner,Agent_7,Lost
D-300933,CL-7758,2023-06-19,SKU-102,Analytics Suite,Software,25,255,6375,6410,EU,Web,Agent_4,Lost
D-300934,CL-6795,2024-07-06,SKU-101,CRM Pro,Software,12,1543,18516,18542,APAC,Partner,Agent_5,Lost
D-300935,CL-6554,2023-05-19,SKU-101,CRM Pro,Software,4,967,3868,3907,NA,Web,Agent_5,Lost
D-300936,CL-6490,2023-05-15,SKU-101,CRM Pro,Software,21,163,3423,3407,NA,Partner,Agent_6,Lost
D-300937,CL-7371,2024-07-25,SKU-201,POS Terminal,Hardware,7,1323,9261,9260,APAC,ColdCall,Agent_2,Closed
D-300938,CL-5542,2024-01-26,SKU-101,CRM Pro,Software,7,1502,10514,10563,APAC,Partner,Agent_11,Closed
D-300939,CL-6956,2024-12-04,SKU-201,POS Terminal,Hardware,23,498,11454,11491,APAC,Web,Agent_11,Closed
D-300940,CL-7060,2024-02-16,SKU-201,POS Terminal,Hardware,20,1371,27420,27393,APAC,ColdCall,Agent_2,Won
D-300941,CL-6016,2024-03-25,SKU-101,CRM Pro,Software,2,1098,2196,2148,NA,Web,Agent_10,Lost
D-300942,CL-3527,2023-11-03,SKU-201,POS Terminal,Hardware,15,532,7980,8027,NA,Web,Agent_10,Won
D-300943,CL-7451,2024-10-03,SKU-201,POS Terminal,Hardware,23,1720,39560,39528,EU,ColdCall,Agent_3,Lost
D-300944,CL-2048,2024-01-22,SKU-102,Analytics Suite,Software,8,1596,12768,12777,EU,Partner,Agent_11,Closed
D-300945,CL-3092,2023-07-16,SKU-101,CRM Pro,Software,12,640,7680,7642,APAC,Partner,Agent_1,Lost
D-300946,CL-4344,2024-09-05,SKU-102,Analytics Suite,Software,5,944,4720,4682,EU,Partner,Agent_6,Lost
D-300947,CL-7531,2023-05-30,SKU-201,POS Terminal,Hardware,12,629,7548,7511,EU,Web,Agent_7,Lost
D-300948,CL-6390,2024-09-17,SKU-102,Analytics Suite,Software,14,185,2590,2624,APAC,Web,Agent_8,Closed
D-300949,CL-7130,2023-06-27,SKU-101,CRM Pro,Software,4,1445,5780,5736,NA,Web,Agent_3,Won
D-300950,CL-2243,2024-10-03,SKU-201,POS Terminal,Hardware,15,1276,19140,19116,EU,Web,Agent_10,Closed
D-300951,CL-6319,2023-02-02,SKU-201,POS Terminal,Hardware,11,1364,15004,14988,NA,ColdCall,Agent_6,Closed
D-300952,CL-3381,2024-12-08,SKU-201,POS Terminal,Hardware,17,1148,19516,19483,NA,ColdCall,Agent_7,Lost
D-300953,CL-2264,2023-12-18,SKU-101,CRM Pro,Software,17,714,12138,12184,EU,ColdCall,Agent_5,Won
D-300954,CL-3376,2024-06-01,SKU-101,CRM Pro,Software,14,378,5292,5295,APAC,Web,Agent_2,Lost
D-300955,CL-6270,2024-09-26,SKU-102,Analytics Suite,Software,5,1410,7050,7002,APAC,Web,Agent_3,Won
D-300956,CL-4501,2023-09-15,SKU-102,Analytics Suite,Software,21,737,15477,15477,NA,Web,Agent_8,Won
D-300957,CL-4601,2024-11-07,SKU-101,CRM Pro,Software,6,1748,10488,10454,APAC,Web,Agent_5,Closed
D-300958,CL-5918,2024-10-30,SKU-201,POS Terminal,Hardware,9,701,6309,6331,NA,Web,Agent_6,Lost
D-300959,CL-2873,2024-07-31,SKU-201,POS Terminal,Hardware,20,1489,29780,29770,EU,Web,Agent_11,Won
D-300960,CL-7835,2024-08-03,SKU-101,CRM Pro,Software,14,759,10626,10633,NA,Web,Agent_7,Closed
